Review,positive=1/negative=0
"butter chicken is an absolute must! I also got the pepper chicken to try, nann and all entrees came out very tasty and hot! I like to enjoy takeout here and it never fails to disappoint",1
"How would you feel if the chicken korma had hardly one good piece of chicken?! That's what I had to endure at this restaurant. Even after I complained to them about this, they refused to replace my order. This was the worst dining experience I've ever had, and I would strongly suggest against ever visiting this restaurant.",0
"I wanted to like Tikka Shack after hearing the hype, but it was very mediocre. We ordered the chicken tikka masala. The chicken was cooked ok, but it was slightly tough. The sauce was also just ok. The real problem was the rice. I'm pretty sure they ran out of basmati rice and instead just threw in regular white rice. The rice was also poorly cooked and stuck in chunks together. It was a huge disappointment. There was also absolutely no garlic on our garlic naan. Overall, just a disappointing experience.",0
I recently visited tikka shack a couple of days ago. I went with my usual order for indian food which was garlic naan and butter chiecken.  The naan was as dry as it could get and butter chicken was bland. The service was good enough but not worth it to visit again.  Overall bad experience.,0
"It's all about the food-and the care shown to you. Mr. Pal is a most gracious Host & the food never disappoints. The restaurant is a very modest strip center location but the price for M-F buffet is only $6.99! Don't be intimidated because you don't know what all the food is called. Try a little of everything and go back to the buffet for what you like best.
C'mon, Lubbock! Break out and enjoy great flavors!",1
"I usually visit this place ver frequently. The ambience was good and waiting time was less when I visited earlier. But recently, the wait time is beyond 50 mins. Even the ambience, quantity and quality of food has reduced.  Its better to visit the other indian restaurants which are just a couple of blocks away from this place.",0
"Although I haven't sampled the buffet yet, I've had the chance to order something vegetarian off the menu and I wasn't disappointed.

The setting of the restaurant is nice and clean, the wait staff is accommodating and explains the meals to the tee. They are sweet people.

I ordered the aloo gobi (since I'm all for trying new things) with naan. While I waited for the food to be prepared, I sat and listened to Indian hymns above.

The food had already arrived -- with the first bite I was in love. So many flavors that after one bite and two, I just wanted more. The cauliflower and potatoes were cooked perfectly with just the right amount of spices.

While living in Lubbock, this is the most I've eaten at Indian restaurants when I was back in Houston, I would rarely eat out, but it's something about Indian restaurants in Lubbock -- they are so close and it doesn't take much to travel to them hence no traffic!!!

I didn't care for the naan -- it didn't taste fresh. It had more of a chewy tough bite to it that it gave my teeth an extreme exercise to devour.

The prices are affordable and I can't wait to go back!!",1
"If you want to try very good indian food, you must visit this place. I started off with a light soup and ordered chicken Manchurian for the appetizer. The chicken tikka masala with biryani was amazing here.  Highly recommended. Must visit if you like indian cuisine.",1
"Chicken kabobs was raw. I'm so angry right now. I couldn't eat it. They forgot my naan that I paid for, Also the chicken tikka masala was so spicy. I called them and asked please not to make it spicy. I paid almost $50 for all of the food that I ordered. It was a wast of my money. Not going to order from this place ever. Not recommended!!!!!",0
I usually don't eat outside very often and Tikka Shak is the only place I prefer if I want to. The flavor is always consistent as is the tenderness and quality of the items. I'm not very crazy about the Seafood but everything else is really tasty here. A must go place!!,1
The outside of this restaurant in this little shopping center is not indicative of the glory found within.  The lunch buffet is outstanding and the Indian is delicious and maybe the best I've had.. period.  I've travelled the world. Mr. Ball is a one man show and has been making these dishes for me for over 30 years.  He's the kindest person in the world and the food is just bar none:  I highly recommend this place for those who truly know and love Indian you will not be disappointed!,1
The food served at this place was at best mediocre. I ordered Paneer Makhanwala and the gravy was too oily. The taste of oil ruined the entire dish. The naan we ordered were soggy as well. The overall food quality provided here were below par when compared to other Indian restaurants I've been to. The prices were too expensive and not reflective of the quality of food and service provided here ,0
"Their food was worth the wait. Though it took a while to prepare the flavors in their tiki masala,butter chicken, bullet Naan, lamb Kadai and onion kulcha was fantastic. We are visiting from Las Vegas and experience Indian food there, Lubbock's, Royal Indian Cuisine was some of the best Indian food we've eaten.",1
I wouldn't recommend the food service here at all! I was served with chicken pieces when I ordered vegetarian food. The owner refused to admit that they brought the wrong order and we were not refunded. The overall experience was very bad.,0
